interaction_id,user_id,content_id,topic,affinity,completion,relevant,event,score,timestamp
I09275,U0773,C978,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I09276,U0773,C736,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09277,U0773,C627,interes,0.8,1,1,completed,0.8395,2025-05-08:00:00
I09278,U0773,C389,planificacion,0.8,0,0,viewed,0.0087,2025-06-10:00:00
I09279,U0773,C137,planificacion,0.8,1,1,completed,0.9433,2025-07-12:00:00
I09280,U0773,C920,planificacion,0.8,0,0,viewed,0.1149,2025-08-14:00:00
I09281,U0773,C800,hipotecas,0.7,1,1,completed,0.8457,2025-09-16:00:00
I09282,U0773,C863,credito,0.1,0,0,viewed,0.0259,2025-10-18:00:00
I09283,U0773,C253,fraude,0.7,1,1,completed,0.7808,2025-11-20:00:00
I09284,U0773,C340,inflacion,0.3,0,0,disliked,0.0589,2025-12-22:00:00
I09285,U0774,C284,hipotecas,0.7,1,1,quiz_passed,0.7896,2025-01-00:00:00
I09286,U0774,C752,hipotecas,0.7,1,1,completed,0.7926,2025-02-02:00:00
I09287,U0774,C703,diversificacion,0.05,1,0,quiz_passed,0.0646,2025-03-04:00:00
I09288,U0774,C207,planificacion,0.8,0,0,viewed,0.1088,2025-04-06:00:00
I09289,U0774,C812,interes,0.8,0,0,viewed,0.0945,2025-05-08:00:00
I09290,U0774,C797,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I09291,U0774,C574,cuentas bancarias,1.0,1,1,completed,1.0,2025-07-12:00:00
I09292,U0774,C513,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I09293,U0774,C487,inversion,0.45,1,0,quiz_passed,0.4501,2025-09-16:00:00
I09294,U0774,C541,interes,0.8,0,0,viewed,0.0657,2025-10-18:00:00
I09295,U0774,C406,interes,0.8,0,0,viewed,0.1312,2025-11-20:00:00
I09296,U0774,C213,hipotecas,0.7,0,0,viewed,0.0485,2025-12-22:00:00
I09297,U0775,C379,planificacion,0.8,0,0,viewed,0.0743,2025-01-00:00:00
I09298,U0775,C300,riesgo,0.1,0,0,viewed,0.1173,2025-02-02:00:00
I09299,U0775,C169,planificacion,0.8,1,1,quiz_passed,0.8049,2025-03-04:00:00
I09300,U0775,C857,interes,0.8,1,1,completed,0.809,2025-04-06:00:00
I09301,U0775,C616,fraude,0.7,1,1,completed,0.7297,2025-05-08:00:00
I09302,U0775,C998,riesgo,0.1,1,0,quiz_passed,0.1814,2025-06-10:00:00
I09303,U0775,C443,ahorro,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I09304,U0775,C543,hipotecas,0.7,1,1,quiz_passed,0.7528,2025-08-14:00:00
I09305,U0775,C493,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I09306,U0775,C981,cuentas bancarias,1.0,1,1,completed,1.0,2025-10-18:00:00
I09307,U0775,C789,hipotecas,0.7,1,1,completed,0.7257,2025-11-20:00:00
I09308,U0775,C242,cuentas bancarias,1.0,1,1,completed,1.0,2025-12-22:00:00
I09309,U0776,C517,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I09310,U0776,C885,interes,0.8,1,1,completed,0.8564,2025-02-02:00:00
I09311,U0776,C314,hipotecas,0.7,0,0,disliked,0.0135,2025-03-04:00:00
I09312,U0776,C451,inflacion,0.3,1,0,quiz_passed,0.4439,2025-04-06:00:00
I09313,U0776,C697,ahorro,1.0,0,0,viewed,0.0064,2025-05-08:00:00
I09314,U0776,C770,ahorro,1.0,1,1,completed,1.0,2025-06-10:00:00
I09315,U0776,C796,planificacion,0.8,1,1,quiz_passed,0.8762,2025-07-12:00:00
I09316,U0776,C391,fraude,0.7,1,1,quiz_passed,0.8084,2025-08-14:00:00
I09317,U0776,C481,deuda,0.1,0,0,disliked,0.123,2025-09-16:00:00
I09318,U0776,C139,hipotecas,0.7,0,0,viewed,0.0523,2025-10-18:00:00
I09319,U0776,C635,ahorro,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I09320,U0776,C725,hipotecas,0.7,0,0,viewed,0.0436,2025-12-22:00:00
I09321,U0777,C989,prestamos,0.1,1,0,quiz_passed,0.1493,2025-01-00:00:00
I09322,U0777,C796,tarjetas,0.2,0,0,viewed,0.0488,2025-02-02:00:00
I09323,U0777,C843,fraude,0.7,1,1,quiz_passed,0.8187,2025-03-04:00:00
I09324,U0777,C104,hipotecas,0.7,1,1,quiz_passed,0.7598,2025-04-06:00:00
I09325,U0777,C226,hipotecas,0.7,0,0,viewed,0.0292,2025-05-08:00:00
I09326,U0777,C278,planificacion,0.8,0,0,disliked,0.1269,2025-06-10:00:00
I09327,U0777,C364,interes,0.8,1,1,quiz_passed,0.9297,2025-07-12:00:00
I09328,U0777,C636,inflacion,0.3,0,0,viewed,0.0417,2025-08-14:00:00
I09329,U0777,C613,ahorro,1.0,1,1,completed,1.0,2025-09-16:00:00
I09330,U0777,C110,hipotecas,0.7,1,1,quiz_passed,0.7828,2025-10-18:00:00
I09331,U0777,C197,inflacion,0.3,1,0,quiz_passed,0.4491,2025-11-20:00:00
I09332,U0777,C756,planificacion,0.8,1,1,quiz_passed,0.943,2025-12-22:00:00
I09333,U0778,C175,inflacion,0.3,0,0,viewed,0.0039,2025-01-00:00:00
I09334,U0778,C117,inflacion,0.3,0,0,viewed,0.0051,2025-02-02:00:00
I09335,U0778,C483,cuentas bancarias,0.3,1,0,completed,0.3876,2025-03-04:00:00
I09336,U0778,C142,credito,0.1,1,0,completed,0.1501,2025-04-06:00:00
I09337,U0778,C526,planificacion,0.8,1,1,quiz_passed,0.8608,2025-05-08:00:00
I09338,U0778,C737,tarjetas,0.2,0,0,viewed,0.0437,2025-06-10:00:00
I09339,U0778,C452,fraude,0.7,0,0,viewed,0.1466,2025-07-12:00:00
I09340,U0778,C251,planificacion,0.8,1,1,quiz_passed,0.8304,2025-08-14:00:00
I09341,U0778,C852,interes,0.4,1,0,quiz_passed,0.4142,2025-09-16:00:00
I09342,U0778,C903,fraude,0.7,0,0,viewed,0.1362,2025-10-18:00:00
I09343,U0778,C495,planificacion,0.8,1,1,quiz_passed,0.877,2025-11-20:00:00
I09344,U0778,C761,riesgo,0.1,0,0,viewed,0.0473,2025-12-22:00:00
I09345,U0779,C930,cuentas bancarias,1.0,1,1,completed,1.0,2025-01-00:00:00
I09346,U0779,C301,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I09347,U0779,C338,prestamos,0.1,0,0,disliked,0.0732,2025-03-04:00:00
I09348,U0779,C884,interes,0.8,1,1,completed,0.8262,2025-04-06:00:00
I09349,U0779,C945,planificacion,0.8,1,1,quiz_passed,0.9223,2025-05-08:00:00
I09350,U0779,C982,hipotecas,0.7,1,1,completed,0.7484,2025-06-10:00:00
I09351,U0779,C675,riesgo,1.0,1,1,completed,1.0,2025-07-12:00:00
I09352,U0779,C910,diversificacion,1.0,1,1,completed,1.0,2025-08-14:00:00
I09353,U0779,C139,inversion,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I09354,U0779,C742,diversificacion,1.0,0,0,viewed,0.14,2025-10-18:00:00
I09355,U0779,C487,inflacion,0.3,1,0,quiz_passed,0.4083,2025-11-20:00:00
I09356,U0779,C315,inversion,1.0,1,1,completed,1.0,2025-12-22:00:00
I09357,U0780,C925,fraude,0.7,0,0,viewed,0.1208,2025-01-00:00:00
I09358,U0780,C656,inflacion,0.3,0,0,viewed,0.1236,2025-02-02:00:00
I09359,U0780,C931,interes,0.8,0,0,viewed,0.1005,2025-03-04:00:00
I09360,U0780,C307,fraude,0.7,0,0,viewed,0.0388,2025-04-06:00:00
I09361,U0780,C643,interes,0.8,1,1,quiz_passed,0.8602,2025-05-08:00:00
I09362,U0780,C570,inversion,0.45,0,0,viewed,0.1085,2025-06-10:00:00
I09363,U0780,C139,hipotecas,0.7,0,0,viewed,0.0657,2025-07-12:00:00
I09364,U0780,C905,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I09365,U0780,C883,planificacion,0.8,1,1,completed,0.8937,2025-09-16:00:00
I09366,U0780,C117,inversion,0.45,1,0,quiz_passed,0.4618,2025-10-18:00:00
I09367,U0780,C384,ahorro,1.0,0,0,disliked,0.1319,2025-11-20:00:00
I09368,U0780,C750,inversion,0.45,1,0,completed,0.4827,2025-12-22:00:00
I09369,U0781,C514,hipotecas,0.7,1,1,quiz_passed,0.849,2025-01-00:00:00
I09370,U0781,C835,tarjetas,0.2,1,0,quiz_passed,0.248,2025-02-02:00:00
I09371,U0781,C461,planificacion,0.8,0,0,viewed,0.0414,2025-03-04:00:00
I09372,U0781,C821,tarjetas,0.2,0,0,disliked,0.1178,2025-04-06:00:00
I09373,U0781,C381,planificacion,0.8,0,0,viewed,0.1297,2025-05-08:00:00
I09374,U0781,C988,fraude,0.7,1,1,quiz_passed,0.8407,2025-06-10:00:00
I09375,U0781,C545,ahorro,1.0,1,1,completed,1.0,2025-07-12:00:00
I09376,U0781,C911,tarjetas,0.2,0,0,viewed,0.106,2025-08-14:00:00
I09377,U0781,C886,planificacion,0.8,0,0,viewed,0.1194,2025-09-16:00:00
I09378,U0781,C941,fraude,0.7,1,1,quiz_passed,0.7069,2025-10-18:00:00
I09379,U0781,C273,hipotecas,0.7,0,0,disliked,0.0371,2025-11-20:00:00
I09380,U0781,C242,hipotecas,0.7,1,1,quiz_passed,0.7953,2025-12-22:00:00
I09381,U0782,C570,planificacion,0.8,0,0,viewed,0.0207,2025-01-00:00:00
I09382,U0782,C466,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I09383,U0782,C467,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I09384,U0782,C931,credito,0.1,0,0,viewed,0.1298,2025-04-06:00:00
I09385,U0782,C915,planificacion,0.8,1,1,quiz_passed,0.8429,2025-05-08:00:00
I09386,U0782,C686,planificacion,0.8,0,0,viewed,0.053,2025-06-10:00:00
I09387,U0782,C733,inversion,0.45,1,0,quiz_passed,0.516,2025-07-12:00:00
I09388,U0782,C358,fraude,0.7,1,1,quiz_passed,0.7477,2025-08-14:00:00
I09389,U0782,C865,ahorro,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I09390,U0782,C141,tarjetas,0.2,1,0,quiz_passed,0.3433,2025-10-18:00:00
I09391,U0782,C164,interes,0.8,1,1,quiz_passed,0.8736,2025-11-20:00:00
I09392,U0782,C248,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I09393,U0783,C419,planificacion,0.8,0,0,viewed,0.105,2025-01-00:00:00
I09394,U0783,C842,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I09395,U0783,C665,fraude,0.7,0,0,viewed,0.0284,2025-03-04:00:00
I09396,U0783,C340,planificacion,0.8,0,0,viewed,0.1048,2025-04-06:00:00
I09397,U0783,C124,riesgo,0.1,1,0,completed,0.2339,2025-05-08:00:00
I09398,U0783,C901,cuentas bancarias,1.0,1,1,completed,1.0,2025-06-10:00:00
I09399,U0783,C686,interes,0.8,1,1,quiz_passed,0.9011,2025-07-12:00:00
I09400,U0783,C790,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I09401,U0783,C614,planificacion,0.8,1,1,completed,0.9487,2025-09-16:00:00
I09402,U0783,C410,interes,0.8,0,0,viewed,0.0423,2025-10-18:00:00
I09403,U0783,C769,planificacion,0.8,1,1,quiz_passed,0.8348,2025-11-20:00:00
I09404,U0783,C701,cuentas bancarias,1.0,1,1,completed,1.0,2025-12-22:00:00
I09405,U0784,C796,fraude,0.7,1,1,quiz_passed,0.7398,2025-01-00:00:00
I09406,U0784,C126,hipotecas,0.7,1,1,quiz_passed,0.7369,2025-02-02:00:00
I09407,U0784,C836,planificacion,0.8,1,1,quiz_passed,0.808,2025-03-04:00:00
I09408,U0784,C447,inversion,0.45,1,0,quiz_passed,0.4991,2025-04-06:00:00
I09409,U0784,C685,inversion,0.45,1,0,completed,0.5347,2025-05-08:00:00
I09410,U0784,C477,ahorro,1.0,1,1,completed,1.0,2025-06-10:00:00
I09411,U0784,C554,ahorro,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I09412,U0784,C462,hipotecas,0.7,1,1,completed,0.7879,2025-08-14:00:00
I09413,U0784,C704,hipotecas,0.7,1,1,completed,0.8416,2025-09-16:00:00
I09414,U0784,C864,fraude,0.7,0,0,viewed,0.1022,2025-10-18:00:00
I09415,U0784,C133,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I09416,U0784,C487,interes,0.8,1,1,completed,0.8122,2025-12-22:00:00
I09417,U0785,C476,hipotecas,0.7,1,1,quiz_passed,0.782,2025-01-00:00:00
I09418,U0785,C940,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I09419,U0785,C697,interes,0.8,1,1,completed,0.9493,2025-03-04:00:00
I09420,U0785,C397,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09421,U0785,C812,inversion,1.0,0,0,viewed,0.0128,2025-05-08:00:00
I09422,U0785,C636,diversificacion,1.0,0,0,viewed,0.0235,2025-06-10:00:00
I09423,U0785,C448,diversificacion,1.0,1,1,completed,1.0,2025-07-12:00:00
I09424,U0785,C454,fraude,0.7,1,1,completed,0.7668,2025-08-14:00:00
I09425,U0785,C681,inversion,1.0,1,1,completed,1.0,2025-09-16:00:00
I09426,U0785,C777,inversion,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I09427,U0785,C256,cuentas bancarias,1.0,1,1,completed,1.0,2025-11-20:00:00
I09428,U0785,C365,interes,0.8,1,1,quiz_passed,0.9348,2025-12-22:00:00
I09429,U0786,C785,fraude,0.7,1,1,quiz_passed,0.8184,2025-01-00:00:00
I09430,U0786,C928,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I09431,U0786,C680,hipotecas,0.7,1,1,completed,0.7761,2025-03-04:00:00
I09432,U0786,C567,inversion,0.45,0,0,viewed,0.0174,2025-04-06:00:00
I09433,U0786,C307,planificacion,0.8,1,1,quiz_passed,0.9054,2025-05-08:00:00
I09434,U0786,C886,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I09435,U0786,C873,planificacion,0.8,0,0,viewed,0.0643,2025-07-12:00:00
I09436,U0786,C719,planificacion,0.8,1,1,quiz_passed,0.8948,2025-08-14:00:00
I09437,U0786,C579,inversion,0.45,0,0,viewed,0.0993,2025-09-16:00:00
I09438,U0786,C176,riesgo,0.1,0,0,viewed,0.075,2025-10-18:00:00
I09439,U0786,C256,ahorro,1.0,1,1,completed,1.0,2025-11-20:00:00
I09440,U0786,C778,hipotecas,0.7,1,1,completed,0.83,2025-12-22:00:00
I09441,U0787,C742,planificacion,0.8,0,0,viewed,0.0841,2025-01-00:00:00
I09442,U0787,C888,inflacion,0.3,1,0,completed,0.3556,2025-02-02:00:00
I09443,U0787,C961,planificacion,0.8,0,0,viewed,0.0037,2025-03-04:00:00
I09444,U0787,C949,planificacion,0.8,1,1,quiz_passed,0.913,2025-04-06:00:00
I09445,U0787,C386,ahorro,0.7,1,1,quiz_passed,0.8486,2025-05-08:00:00
I09446,U0787,C104,ahorro,0.7,1,1,completed,0.8082,2025-06-10:00:00
I09447,U0787,C306,fraude,0.7,1,1,completed,0.7284,2025-07-12:00:00
I09448,U0787,C132,ahorro,0.7,1,1,quiz_passed,0.7958,2025-08-14:00:00
I09449,U0787,C297,planificacion,0.8,0,0,viewed,0.0471,2025-09-16:00:00
I09450,U0787,C606,cuentas bancarias,0.3,1,0,quiz_passed,0.4292,2025-10-18:00:00
I09451,U0787,C263,ahorro,0.7,1,1,completed,0.82,2025-11-20:00:00
I09452,U0787,C785,tarjetas,0.2,0,0,viewed,0.138,2025-12-22:00:00
I09453,U0788,C241,hipotecas,0.7,1,1,quiz_passed,0.7745,2025-01-00:00:00
I09454,U0788,C417,hipotecas,0.7,1,1,quiz_passed,0.7964,2025-02-02:00:00
I09455,U0788,C776,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I09456,U0788,C350,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09457,U0788,C383,ahorro,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I09458,U0788,C257,credito,0.1,1,0,quiz_passed,0.1872,2025-06-10:00:00
I09459,U0788,C838,fraude,0.7,1,1,quiz_passed,0.7883,2025-07-12:00:00
I09460,U0788,C639,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I09461,U0788,C839,planificacion,0.8,0,0,viewed,0.1012,2025-09-16:00:00
I09462,U0788,C560,ahorro,1.0,1,1,completed,1.0,2025-10-18:00:00
I09463,U0788,C696,diversificacion,0.05,1,0,quiz_passed,0.1731,2025-11-20:00:00
I09464,U0788,C235,cuentas bancarias,1.0,0,0,viewed,0.0208,2025-12-22:00:00
I09465,U0789,C949,hipotecas,0.7,1,1,completed,0.7554,2025-01-00:00:00
I09466,U0789,C263,planificacion,0.8,1,1,quiz_passed,0.8529,2025-02-02:00:00
I09467,U0789,C596,fraude,0.7,1,1,completed,0.7065,2025-03-04:00:00
I09468,U0789,C470,riesgo,0.1,0,0,viewed,0.0513,2025-04-06:00:00
I09469,U0789,C452,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I09470,U0789,C351,planificacion,0.8,1,1,quiz_passed,0.8827,2025-06-10:00:00
I09471,U0789,C848,cuentas bancarias,1.0,1,1,completed,1.0,2025-07-12:00:00
I09472,U0789,C591,tarjetas,0.2,0,0,viewed,0.0211,2025-08-14:00:00
I09473,U0789,C944,tarjetas,0.2,0,0,viewed,0.1167,2025-09-16:00:00
I09474,U0789,C280,hipotecas,0.7,1,1,completed,0.7568,2025-10-18:00:00
I09475,U0789,C915,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I09476,U0789,C551,hipotecas,0.7,1,1,completed,0.7732,2025-12-22:00:00
I09477,U0790,C627,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I09478,U0790,C979,interes,0.8,0,0,viewed,0.0925,2025-02-02:00:00
I09479,U0790,C970,diversificacion,1.0,1,1,completed,1.0,2025-03-04:00:00
I09480,U0790,C838,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09481,U0790,C845,ahorro,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I09482,U0790,C924,riesgo,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I09483,U0790,C936,cuentas bancarias,1.0,0,0,viewed,0.0191,2025-07-12:00:00
I09484,U0790,C903,fraude,0.7,1,1,completed,0.7164,2025-08-14:00:00
I09485,U0790,C969,diversificacion,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I09486,U0790,C538,ahorro,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I09487,U0790,C971,fraude,0.7,1,1,completed,0.7581,2025-11-20:00:00
I09488,U0790,C313,diversificacion,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I09489,U0791,C761,cuentas bancarias,0.3,0,0,viewed,0.1251,2025-01-00:00:00
I09490,U0791,C681,interes,0.4,0,0,viewed,0.0579,2025-02-02:00:00
I09491,U0791,C524,prestamos,1.0,1,1,completed,1.0,2025-03-04:00:00
I09492,U0791,C985,deuda,1.0,1,1,completed,1.0,2025-04-06:00:00
I09493,U0791,C929,credito,1.0,1,1,completed,1.0,2025-05-08:00:00
I09494,U0791,C550,fraude,0.7,1,1,quiz_passed,0.8007,2025-06-10:00:00
I09495,U0791,C938,prestamos,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I09496,U0791,C679,tarjetas,0.8,1,1,quiz_passed,0.8035,2025-08-14:00:00
I09497,U0791,C447,credito,1.0,0,0,viewed,0.0554,2025-09-16:00:00
I09498,U0791,C833,ahorro,0.7,1,1,quiz_passed,0.7822,2025-10-18:00:00
I09499,U0791,C775,inflacion,0.9,1,1,completed,0.9585,2025-11-20:00:00
I09500,U0791,C289,prestamos,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I09501,U0792,C975,inversion,1.0,0,0,disliked,0.1403,2025-01-00:00:00
I09502,U0792,C274,hipotecas,0.1,0,0,viewed,0.05,2025-02-02:00:00
I09503,U0792,C202,riesgo,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I09504,U0792,C566,interes,0.4,0,0,viewed,0.1,2025-04-06:00:00
I09505,U0792,C278,interes,0.4,1,0,quiz_passed,0.5434,2025-05-08:00:00
I09506,U0792,C734,ahorro,0.7,1,1,quiz_passed,0.8043,2025-06-10:00:00
I09507,U0792,C411,cuentas bancarias,0.3,0,0,viewed,0.0633,2025-07-12:00:00
I09508,U0792,C687,diversificacion,1.0,1,1,completed,1.0,2025-08-14:00:00
I09509,U0792,C696,ahorro,0.7,1,1,completed,0.8165,2025-09-16:00:00
I09510,U0792,C412,diversificacion,1.0,1,1,completed,1.0,2025-10-18:00:00
I09511,U0792,C732,diversificacion,1.0,0,0,disliked,0.0408,2025-11-20:00:00
I09512,U0792,C426,ahorro,0.7,1,1,completed,0.8016,2025-12-22:00:00
I09513,U0793,C114,planificacion,0.8,1,1,completed,0.9183,2025-01-00:00:00
I09514,U0793,C373,cuentas bancarias,1.0,0,0,viewed,0.0792,2025-02-02:00:00
I09515,U0793,C985,ahorro,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I09516,U0793,C859,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09517,U0793,C580,inflacion,0.3,1,0,completed,0.328,2025-05-08:00:00
I09518,U0793,C356,hipotecas,0.7,1,1,quiz_passed,0.7674,2025-06-10:00:00
I09519,U0793,C214,cuentas bancarias,1.0,1,1,completed,1.0,2025-07-12:00:00
I09520,U0793,C179,credito,0.1,1,0,completed,0.158,2025-08-14:00:00
I09521,U0793,C360,cuentas bancarias,1.0,0,0,viewed,0.0172,2025-09-16:00:00
I09522,U0793,C952,ahorro,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I09523,U0793,C981,tarjetas,0.2,1,0,completed,0.2626,2025-11-20:00:00
I09524,U0793,C365,interes,0.8,1,1,quiz_passed,0.809,2025-12-22:00:00
I09525,U0794,C656,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I09526,U0794,C292,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I09527,U0794,C197,inversion,0.45,1,0,completed,0.5366,2025-03-04:00:00
I09528,U0794,C532,fraude,0.7,1,1,completed,0.8438,2025-04-06:00:00
I09529,U0794,C131,inflacion,0.3,0,0,disliked,0.0085,2025-05-08:00:00
I09530,U0794,C652,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I09531,U0794,C151,interes,0.8,1,1,quiz_passed,0.8755,2025-07-12:00:00
I09532,U0794,C226,cuentas bancarias,1.0,1,1,completed,1.0,2025-08-14:00:00
I09533,U0794,C690,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I09534,U0794,C128,planificacion,0.8,1,1,quiz_passed,0.9266,2025-10-18:00:00
I09535,U0794,C171,hipotecas,0.7,0,0,viewed,0.1202,2025-11-20:00:00
I09536,U0794,C142,ahorro,1.0,0,0,viewed,0.0186,2025-12-22:00:00
I09537,U0795,C751,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I09538,U0795,C790,deuda,1.0,0,0,viewed,0.1291,2025-02-02:00:00
I09539,U0795,C355,cuentas bancarias,1.0,0,0,viewed,0.0499,2025-03-04:00:00
I09540,U0795,C462,deuda,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09541,U0795,C642,fraude,0.7,1,1,quiz_passed,0.8318,2025-05-08:00:00
I09542,U0795,C536,inversion,0.45,1,0,completed,0.4723,2025-06-10:00:00
I09543,U0795,C664,hipotecas,0.7,1,1,quiz_passed,0.7427,2025-07-12:00:00
I09544,U0795,C442,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I09545,U0795,C556,prestamos,1.0,1,1,completed,1.0,2025-09-16:00:00
I09546,U0795,C442,prestamos,1.0,1,1,completed,1.0,2025-10-18:00:00
I09547,U0795,C324,tarjetas,0.8,1,1,quiz_passed,0.8028,2025-11-20:00:00
I09548,U0795,C394,interes,0.8,1,1,completed,0.8891,2025-12-22:00:00
I09549,U0796,C849,inflacion,0.9,1,1,completed,0.9556,2025-01-00:00:00
I09550,U0796,C228,inflacion,0.9,1,1,completed,1.0,2025-02-02:00:00
I09551,U0796,C387,fraude,0.7,1,1,completed,0.8309,2025-03-04:00:00
I09552,U0796,C439,interes,0.4,1,0,completed,0.476,2025-04-06:00:00
I09553,U0796,C790,prestamos,1.0,1,1,completed,1.0,2025-05-08:00:00
I09554,U0796,C183,ahorro,0.7,1,1,quiz_passed,0.797,2025-06-10:00:00
I09555,U0796,C398,prestamos,1.0,1,1,completed,1.0,2025-07-12:00:00
I09556,U0796,C293,deuda,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I09557,U0796,C307,planificacion,0.8,1,1,completed,0.8482,2025-09-16:00:00
I09558,U0796,C638,cuentas bancarias,0.3,0,0,viewed,0.1049,2025-10-18:00:00
I09559,U0796,C538,ahorro,0.7,1,1,quiz_passed,0.74,2025-11-20:00:00
I09560,U0796,C246,prestamos,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I09561,U0797,C281,riesgo,1.0,0,0,viewed,0.0585,2025-01-00:00:00
I09562,U0797,C942,inflacion,0.3,0,0,viewed,0.1383,2025-02-02:00:00
I09563,U0797,C121,fraude,0.7,1,1,completed,0.8406,2025-03-04:00:00
I09564,U0797,C519,planificacion,0.8,1,1,quiz_passed,0.861,2025-04-06:00:00
I09565,U0797,C503,fraude,0.7,0,0,viewed,0.013,2025-05-08:00:00
I09566,U0797,C838,inversion,1.0,0,0,viewed,0.102,2025-06-10:00:00
I09567,U0797,C417,diversificacion,1.0,1,1,completed,1.0,2025-07-12:00:00
I09568,U0797,C383,riesgo,1.0,0,0,viewed,0.0236,2025-08-14:00:00
I09569,U0797,C868,fraude,0.7,1,1,completed,0.7198,2025-09-16:00:00
I09570,U0797,C461,interes,0.8,1,1,completed,0.9133,2025-10-18:00:00
I09571,U0797,C925,interes,0.8,1,1,completed,0.8624,2025-11-20:00:00
I09572,U0797,C581,inversion,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I09573,U0798,C905,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I09574,U0798,C187,hipotecas,0.7,1,1,quiz_passed,0.818,2025-02-02:00:00
I09575,U0798,C261,diversificacion,1.0,0,0,viewed,0.1446,2025-03-04:00:00
I09576,U0798,C818,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I09577,U0798,C651,diversificacion,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I09578,U0798,C130,riesgo,1.0,0,0,viewed,0.1094,2025-06-10:00:00
I09579,U0798,C195,interes,0.8,1,1,completed,0.8347,2025-07-12:00:00
I09580,U0798,C405,planificacion,0.8,1,1,quiz_passed,0.8379,2025-08-14:00:00
I09581,U0798,C237,inflacion,0.3,1,0,quiz_passed,0.3692,2025-09-16:00:00
I09582,U0798,C348,riesgo,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I09583,U0798,C918,hipotecas,0.7,1,1,completed,0.747,2025-11-20:00:00
I09584,U0798,C460,diversificacion,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I09585,U0799,C605,credito,0.1,0,0,viewed,0.0294,2025-01-00:00:00
