interaction_id,user_id,content_id,event,score,completion_rate,quiz_score,timestamp
I00719,U0126,C005,viewed,0.181,0.088,,2025-10-30T20:00:00
I00720,U0129,C045,completed,0.528,1.0,,2025-10-30T22:00:00
I00721,U0228,C064,completed,0.72,1.0,0.58,2025-10-31T00:00:00
I00722,U0059,C048,viewed,0.284,0.34,,2025-10-31T02:00:00
I00723,U0195,C051,quiz_passed,0.729,1.0,0.661,2025-10-31T04:00:00
I00724,U0143,C051,completed,0.841,1.0,0.728,2025-10-31T06:00:00
I00725,U0166,C063,viewed,0.216,0.015,,2025-10-31T08:00:00
I00726,U0176,C015,quiz_passed,0.78,1.0,0.671,2025-10-31T10:00:00
I00727,U0108,C047,completed,0.728,1.0,0.581,2025-10-31T12:00:00
I00728,U0156,C075,completed,0.697,1.0,0.482,2025-10-31T14:00:00
I00729,U0062,C013,viewed,0.413,0.61,,2025-10-31T16:00:00
I00730,U0061,C061,quiz_passed,0.805,1.0,0.792,2025-10-31T18:00:00
I00731,U0205,C003,completed,0.554,1.0,,2025-10-31T20:00:00
I00732,U0235,C043,completed,0.517,1.0,,2025-10-31T22:00:00
I00733,U0229,C002,completed,0.747,1.0,0.566,2025-11-01T00:00:00
I00734,U0184,C043,quiz_passed,0.816,1.0,0.647,2025-11-01T02:00:00
I00735,U0047,C053,completed,0.462,1.0,,2025-11-01T04:00:00
I00736,U0065,C008,quiz_passed,0.751,1.0,0.677,2025-11-01T06:00:00
I00737,U0079,C015,completed,0.514,1.0,,2025-11-01T08:00:00
I00738,U0186,C057,disliked,0.268,0.12,0.335,2025-11-01T10:00:00
I00739,U0086,C005,viewed,0.161,0.085,,2025-11-01T12:00:00
I00740,U0102,C073,viewed,0.28,0.45,,2025-11-01T14:00:00
I00741,U0053,C074,viewed,0.332,0.25,0.273,2025-11-01T16:00:00
I00742,U0053,C035,completed,0.55,1.0,,2025-11-01T18:00:00
I00743,U0048,C011,viewed,0.392,0.39,0.353,2025-11-01T20:00:00
I00744,U0072,C018,quiz_passed,0.797,1.0,0.67,2025-11-01T22:00:00
I00745,U0006,C010,viewed,0.439,0.41,0.242,2025-11-02T00:00:00
I00746,U0193,C065,completed,0.508,1.0,,2025-11-02T02:00:00
I00747,U0200,C025,completed,0.577,1.0,,2025-11-02T04:00:00
I00748,U0165,C041,disliked,0.283,0.16,0.282,2025-11-02T06:00:00
I00749,U0148,C002,completed,0.539,1.0,,2025-11-02T08:00:00
I00750,U0131,C070,completed,0.679,1.0,0.394,2025-11-02T10:00:00
I00751,U0035,C072,completed,0.462,1.0,,2025-11-02T12:00:00
I00752,U0082,C062,completed,0.564,1.0,,2025-11-02T14:00:00
I00753,U0248,C051,completed,0.498,1.0,,2025-11-02T16:00:00
I00754,U0035,C001,quiz_passed,0.792,1.0,0.719,2025-11-02T18:00:00
I00755,U0202,C011,viewed,0.577,0.64,0.416,2025-11-02T20:00:00
I00756,U0147,C025,completed,0.462,1.0,,2025-11-02T22:00:00
I00757,U0026,C054,viewed,0.54,0.62,0.352,2025-11-03T00:00:00
I00758,U0178,C011,viewed,0.444,0.32,0.548,2025-11-03T02:00:00
I00759,U0182,C002,completed,0.816,1.0,0.663,2025-11-03T04:00:00
I00760,U0143,C016,completed,0.543,1.0,,2025-11-03T06:00:00
I00761,U0169,C028,quiz_passed,0.832,1.0,0.764,2025-11-03T08:00:00
I00762,U0024,C003,viewed,0.184,0.31,,2025-11-03T10:00:00
I00763,U0061,C072,completed,0.77,1.0,0.729,2025-11-03T12:00:00
I00764,U0136,C042,viewed,0.316,0.57,,2025-11-03T14:00:00
I00765,U0081,C003,viewed,0.214,0.25,,2025-11-03T16:00:00
I00766,U0145,C053,completed,0.545,1.0,,2025-11-03T18:00:00
I00767,U0142,C002,completed,0.81,1.0,0.68,2025-11-03T20:00:00
I00768,U0012,C045,completed,0.538,1.0,,2025-11-03T22:00:00
I00769,U0114,C053,completed,0.502,1.0,,2025-11-04T00:00:00
I00770,U0250,C030,viewed,0.143,0.043,,2025-11-04T02:00:00
I00771,U0106,C011,completed,0.575,1.0,,2025-11-04T04:00:00
I00772,U0057,C041,completed,0.727,1.0,0.392,2025-11-04T06:00:00
I00773,U0202,C015,viewed,0.471,0.48,0.408,2025-11-04T08:00:00
I00774,U0074,C074,quiz_passed,0.809,1.0,0.655,2025-11-04T10:00:00
I00775,U0239,C050,viewed,0.508,0.69,0.324,2025-11-04T12:00:00
I00776,U0090,C061,completed,0.558,1.0,,2025-11-04T14:00:00
I00777,U0037,C075,viewed,0.218,0.083,,2025-11-04T16:00:00
I00778,U0017,C051,viewed,0.163,0.022,,2025-11-04T18:00:00
I00779,U0129,C013,completed,0.686,1.0,0.558,2025-11-04T20:00:00
I00780,U0243,C047,completed,0.506,1.0,,2025-11-04T22:00:00
I00781,U0148,C045,quiz_passed,0.852,1.0,0.806,2025-11-05T00:00:00
I00782,U0061,C072,quiz_passed,0.772,1.0,0.751,2025-11-05T02:00:00
I00783,U0246,C010,viewed,0.26,0.046,,2025-11-05T04:00:00
I00784,U0204,C010,viewed,0.377,0.65,,2025-11-05T06:00:00
I00785,U0200,C061,completed,0.463,1.0,,2025-11-05T08:00:00
I00786,U0138,C064,viewed,0.192,0.24,,2025-11-05T10:00:00
I00787,U0050,C044,completed,0.563,1.0,,2025-11-05T12:00:00
I00788,U0226,C078,quiz_passed,0.766,1.0,0.685,2025-11-05T14:00:00
I00789,U0062,C050,viewed,0.142,0.008,,2025-11-05T16:00:00
I00790,U0178,C073,completed,0.857,1.0,0.713,2025-11-05T18:00:00
I00791,U0204,C015,quiz_passed,0.804,1.0,0.725,2025-11-05T20:00:00
I00792,U0236,C048,viewed,0.349,0.6,,2025-11-05T22:00:00
I00793,U0121,C010,quiz_passed,0.854,1.0,0.805,2025-11-06T00:00:00
I00794,U0230,C071,quiz_passed,0.848,1.0,0.669,2025-11-06T02:00:00
I00795,U0101,C011,completed,0.823,1.0,0.809,2025-11-06T04:00:00
I00796,U0019,C030,completed,0.46,1.0,,2025-11-06T06:00:00
I00797,U0019,C016,viewed,0.365,0.66,,2025-11-06T08:00:00
I00798,U0084,C005,completed,0.46,1.0,,2025-11-06T10:00:00
I00799,U0064,C020,completed,0.827,1.0,0.632,2025-11-06T12:00:00
I00800,U0007,C057,completed,0.57,1.0,,2025-11-06T14:00:00
I00801,U0235,C061,completed,0.546,1.0,,2025-11-06T16:00:00
I00802,U0119,C046,completed,0.669,1.0,0.419,2025-11-06T18:00:00
I00803,U0018,C053,completed,0.555,1.0,,2025-11-06T20:00:00
I00804,U0123,C046,completed,0.788,1.0,0.567,2025-11-06T22:00:00
I00805,U0213,C051,viewed,0.179,0.022,,2025-11-07T00:00:00
I00806,U0176,C071,completed,0.53,1.0,,2025-11-07T02:00:00
I00807,U0136,C076,quiz_passed,0.816,1.0,0.788,2025-11-07T04:00:00
I00808,U0221,C003,viewed,0.454,0.35,0.406,2025-11-07T06:00:00
I00809,U0087,C029,disliked,0.297,0.16,0.315,2025-11-07T08:00:00
I00810,U0059,C053,quiz_passed,0.788,1.0,0.605,2025-11-07T10:00:00
I00811,U0188,C014,quiz_passed,0.789,1.0,0.697,2025-11-07T12:00:00
I00812,U0062,C075,completed,0.714,1.0,0.555,2025-11-07T14:00:00
I00813,U0131,C041,viewed,0.144,0.023,,2025-11-07T16:00:00
I00814,U0078,C076,quiz_passed,0.848,1.0,0.675,2025-11-07T18:00:00
I00815,U0203,C001,completed,0.479,1.0,,2025-11-07T20:00:00
I00816,U0042,C057,completed,0.717,1.0,0.57,2025-11-07T22:00:00
I00817,U0084,C005,completed,0.728,1.0,0.491,2025-11-08T00:00:00
I00818,U0170,C044,completed,0.567,1.0,,2025-11-08T02:00:00
I00819,U0032,C076,completed,0.72,1.0,0.592,2025-11-08T04:00:00
I00820,U0155,C003,completed,0.569,1.0,,2025-11-08T06:00:00
I00821,U0020,C043,completed,0.572,1.0,,2025-11-08T08:00:00
I00822,U0098,C047,quiz_passed,0.81,1.0,0.748,2025-11-08T10:00:00
I00823,U0136,C042,completed,0.859,1.0,0.772,2025-11-08T12:00:00
I00824,U0054,C013,viewed,0.141,0.018,,2025-11-08T14:00:00
I00825,U0101,C074,quiz_passed,0.809,1.0,0.714,2025-11-08T16:00:00
I00826,U0007,C058,completed,0.793,1.0,0.551,2025-11-08T18:00:00
I00827,U0108,C011,completed,0.829,1.0,0.626,2025-11-08T20:00:00
I00828,U0198,C025,disliked,0.29,0.03,0.495,2025-11-08T22:00:00
I00829,U0102,C042,quiz_passed,0.809,1.0,0.661,2025-11-09T00:00:00
I00830,U0186,C061,viewed,0.187,0.074,,2025-11-09T02:00:00
I00831,U0182,C043,quiz_passed,0.77,1.0,0.616,2025-11-09T04:00:00
I00832,U0079,C025,viewed,0.396,0.31,0.446,2025-11-09T06:00:00
I00833,U0087,C062,quiz_passed,0.781,1.0,0.707,2025-11-09T08:00:00
I00834,U0191,C044,completed,0.487,1.0,,2025-11-09T10:00:00
I00835,U0085,C025,viewed,0.188,0.058,,2025-11-09T12:00:00
I00836,U0247,C067,completed,0.477,1.0,,2025-11-09T14:00:00
I00837,U0150,C016,viewed,0.162,0.042,,2025-11-09T16:00:00
I00838,U0126,C013,viewed,0.174,0.028,,2025-11-09T18:00:00
I00839,U0229,C075,viewed,0.437,0.38,0.303,2025-11-09T20:00:00
I00840,U0107,C017,quiz_passed,0.803,1.0,0.789,2025-11-09T22:00:00
I00841,U0021,C050,quiz_passed,0.819,1.0,0.636,2025-11-10T00:00:00
I00842,U0147,C006,completed,0.828,1.0,0.703,2025-11-10T02:00:00
I00843,U0061,C005,viewed,0.248,0.42,,2025-11-10T04:00:00
I00844,U0062,C058,disliked,0.315,0.09,0.311,2025-11-10T06:00:00
I00845,U0089,C042,viewed,0.574,0.69,0.46,2025-11-10T08:00:00
I00846,U0066,C042,completed,0.802,1.0,0.806,2025-11-10T10:00:00
I00847,U0081,C013,completed,0.461,1.0,,2025-11-10T12:00:00
I00848,U0157,C009,disliked,0.357,0.11,0.561,2025-11-10T14:00:00
I00849,U0083,C015,viewed,0.386,0.25,0.409,2025-11-10T16:00:00
I00850,U0139,C054,quiz_passed,0.792,1.0,0.71,2025-11-10T18:00:00
I00851,U0087,C018,viewed,0.599,0.68,0.43,2025-11-10T20:00:00
I00852,U0196,C044,viewed,0.149,0.049,,2025-11-10T22:00:00
I00853,U0055,C011,quiz_passed,0.851,1.0,0.685,2025-11-11T00:00:00
I00854,U0068,C064,completed,0.855,1.0,0.739,2025-11-11T02:00:00
I00855,U0047,C044,quiz_passed,0.756,1.0,0.717,2025-11-11T04:00:00
I00856,U0028,C061,completed,0.772,1.0,0.759,2025-11-11T06:00:00
I00857,U0116,C035,completed,0.482,1.0,,2025-11-11T08:00:00
I00858,U0150,C029,quiz_passed,0.793,1.0,0.682,2025-11-11T10:00:00
I00859,U0222,C017,quiz_passed,0.807,1.0,0.638,2025-11-11T12:00:00
I00860,U0128,C051,quiz_passed,0.877,1.0,0.866,2025-11-11T14:00:00
I00861,U0160,C065,viewed,0.236,0.034,,2025-11-11T16:00:00
I00862,U0114,C076,completed,0.786,1.0,0.578,2025-11-11T18:00:00
I00863,U0030,C030,completed,0.527,1.0,,2025-11-11T20:00:00
I00864,U0236,C057,completed,0.507,1.0,,2025-11-11T22:00:00
I00865,U0083,C045,completed,0.551,1.0,,2025-11-12T00:00:00
I00866,U0023,C001,quiz_passed,0.832,1.0,0.774,2025-11-12T02:00:00
I00867,U0005,C075,viewed,0.323,0.38,,2025-11-12T04:00:00
I00868,U0222,C076,viewed,0.295,0.027,,2025-11-12T06:00:00
I00869,U0246,C016,viewed,0.503,0.49,0.451,2025-11-12T08:00:00
I00870,U0245,C050,completed,0.57,1.0,,2025-11-12T10:00:00
I00871,U0231,C011,completed,0.469,1.0,,2025-11-12T12:00:00
I00872,U0223,C050,viewed,0.248,0.22,,2025-11-12T14:00:00
I00873,U0187,C042,quiz_passed,0.775,1.0,0.661,2025-11-12T16:00:00
I00874,U0183,C057,completed,0.517,1.0,,2025-11-12T18:00:00
I00875,U0016,C025,completed,0.553,1.0,,2025-11-12T20:00:00
I00876,U0013,C057,viewed,0.186,0.08,,2025-11-12T22:00:00
I00877,U0054,C045,completed,0.528,1.0,,2025-11-13T00:00:00
I00878,U0131,C028,viewed,0.436,0.46,0.403,2025-11-13T02:00:00
I00879,U0131,C076,viewed,0.213,0.2,,2025-11-13T04:00:00
I00880,U0190,C002,viewed,0.476,0.59,0.339,2025-11-13T06:00:00
I00881,U0143,C005,viewed,0.237,0.049,,2025-11-13T08:00:00
I00882,U0140,C009,completed,0.761,1.0,0.552,2025-11-13T10:00:00
I00883,U0216,C018,viewed,0.552,0.63,0.446,2025-11-13T12:00:00
I00884,U0027,C043,completed,0.815,1.0,0.631,2025-11-13T14:00:00
I00885,U0222,C054,viewed,0.271,0.007,,2025-11-13T16:00:00
I00886,U0244,C061,completed,0.504,1.0,,2025-11-13T18:00:00
I00887,U0140,C011,quiz_passed,0.831,1.0,0.658,2025-11-13T20:00:00
I00888,U0094,C048,viewed,0.103,0.058,,2025-11-13T22:00:00
I00889,U0054,C010,completed,0.559,1.0,,2025-11-14T00:00:00
I00890,U0203,C028,completed,0.555,1.0,,2025-11-14T02:00:00
I00891,U0143,C030,viewed,0.287,0.55,,2025-11-14T04:00:00
I00892,U0016,C043,quiz_passed,0.766,1.0,0.702,2025-11-14T06:00:00
I00893,U0228,C029,quiz_passed,0.732,1.0,0.635,2025-11-14T08:00:00
I00894,U0130,C035,completed,0.545,1.0,,2025-11-14T10:00:00
I00895,U0167,C075,viewed,0.2,0.011,,2025-11-14T12:00:00
I00896,U0119,C046,completed,0.483,1.0,,2025-11-14T14:00:00
I00897,U0034,C025,completed,0.482,1.0,,2025-11-14T16:00:00
I00898,U0241,C008,completed,0.509,1.0,,2025-11-14T18:00:00
I00899,U0182,C017,completed,0.511,1.0,,2025-11-14T20:00:00
I00900,U0076,C062,completed,0.792,1.0,0.759,2025-11-14T22:00:00
I00901,U0063,C078,quiz_passed,0.824,1.0,0.762,2025-11-15T00:00:00
I00902,U0222,C018,completed,0.505,1.0,,2025-11-15T02:00:00
I00903,U0164,C003,viewed,0.151,0.22,,2025-11-15T04:00:00
I00904,U0221,C013,viewed,0.202,0.096,,2025-11-15T06:00:00
I00905,U0247,C076,quiz_passed,0.768,1.0,0.684,2025-11-15T08:00:00
I00906,U0069,C010,quiz_passed,0.822,1.0,0.643,2025-11-15T10:00:00
I00907,U0148,C062,completed,0.798,1.0,0.798,2025-11-15T12:00:00
I00908,U0198,C048,quiz_passed,0.817,1.0,0.801,2025-11-15T14:00:00
I00909,U0206,C043,quiz_passed,0.802,1.0,0.7,2025-11-15T16:00:00
I00910,U0082,C002,completed,0.834,1.0,0.762,2025-11-15T18:00:00
I00911,U0089,C028,viewed,0.255,0.066,,2025-11-15T20:00:00
I00912,U0196,C048,completed,0.48,1.0,,2025-11-15T22:00:00
I00913,U0145,C047,quiz_passed,0.834,1.0,0.805,2025-11-16T00:00:00
I00914,U0046,C006,viewed,0.198,0.086,,2025-11-16T02:00:00
I00915,U0011,C047,quiz_passed,0.816,1.0,0.876,2025-11-16T04:00:00
I00916,U0117,C071,quiz_passed,0.83,1.0,0.807,2025-11-16T06:00:00
I00917,U0229,C051,quiz_passed,0.732,1.0,0.636,2025-11-16T08:00:00
I00918,U0136,C045,viewed,0.267,0.32,,2025-11-16T10:00:00
I00919,U0139,C064,quiz_passed,0.772,1.0,0.769,2025-11-16T12:00:00
I00920,U0152,C076,quiz_passed,0.823,1.0,0.624,2025-11-16T14:00:00
I00921,U0130,C008,completed,0.513,1.0,,2025-11-16T16:00:00
I00922,U0161,C015,completed,0.85,1.0,0.714,2025-11-16T18:00:00
I00923,U0047,C001,quiz_passed,0.918,1.0,0.851,2025-11-16T20:00:00
I00924,U0062,C073,quiz_passed,0.799,1.0,0.635,2025-11-16T22:00:00
I00925,U0093,C003,completed,0.495,1.0,,2025-11-17T00:00:00
I00926,U0043,C048,quiz_passed,0.769,1.0,0.692,2025-11-17T02:00:00
I00927,U0131,C047,viewed,0.466,0.39,0.426,2025-11-17T04:00:00
I00928,U0003,C051,completed,0.569,1.0,,2025-11-17T06:00:00
I00929,U0156,C017,disliked,0.374,0.11,0.382,2025-11-17T08:00:00
I00930,U0196,C073,completed,0.505,1.0,,2025-11-17T10:00:00
I00931,U0122,C025,completed,0.817,1.0,0.677,2025-11-17T12:00:00
I00932,U0163,C043,viewed,0.107,0.096,,2025-11-17T14:00:00
I00933,U0052,C046,completed,0.486,1.0,,2025-11-17T16:00:00
I00934,U0081,C015,viewed,0.221,0.35,,2025-11-17T18:00:00
I00935,U0235,C057,completed,0.831,1.0,0.828,2025-11-17T20:00:00
I00936,U0007,C019,viewed,0.215,0.083,,2025-11-17T22:00:00
I00937,U0023,C046,viewed,0.555,0.65,0.302,2025-11-18T00:00:00
I00938,U0068,C057,completed,0.812,1.0,0.782,2025-11-18T02:00:00
I00939,U0123,C071,disliked,0.163,0.11,,2025-11-18T04:00:00
I00940,U0042,C051,viewed,0.173,0.088,,2025-11-18T06:00:00
I00941,U0189,C018,viewed,0.379,0.51,,2025-11-18T08:00:00
I00942,U0121,C067,completed,0.566,1.0,,2025-11-18T10:00:00
I00943,U0078,C018,quiz_passed,0.796,1.0,0.678,2025-11-18T12:00:00
I00944,U0050,C048,viewed,0.408,0.67,,2025-11-18T14:00:00
I00945,U0103,C013,viewed,0.318,0.35,0.213,2025-11-18T16:00:00
I00946,U0020,C008,completed,0.485,1.0,,2025-11-18T18:00:00
I00947,U0120,C011,quiz_passed,0.719,1.0,0.608,2025-11-18T20:00:00
I00948,U0132,C073,viewed,0.374,0.38,0.403,2025-11-18T22:00:00
I00949,U0068,C053,completed,0.55,1.0,,2025-11-19T00:00:00
I00950,U0183,C073,viewed,0.321,0.55,,2025-11-19T02:00:00
I00951,U0033,C006,completed,0.47,1.0,,2025-11-19T04:00:00
I00952,U0143,C046,disliked,0.134,0.09,,2025-11-19T06:00:00
I00953,U0139,C002,completed,0.848,1.0,0.772,2025-11-19T08:00:00
I00954,U0219,C063,completed,0.547,1.0,,2025-11-19T10:00:00
I00955,U0130,C046,viewed,0.158,0.037,,2025-11-19T12:00:00
I00956,U0186,C061,completed,0.508,1.0,,2025-11-19T14:00:00
I00957,U0117,C044,viewed,0.237,0.044,,2025-11-19T16:00:00
I00958,U0073,C053,viewed,0.612,0.64,0.469,2025-11-19T18:00:00
I00959,U0222,C029,completed,0.803,1.0,0.678,2025-11-19T20:00:00
I00960,U0216,C058,completed,0.708,1.0,0.584,2025-11-19T22:00:00
I00961,U0027,C061,viewed,0.219,0.06,,2025-11-20T00:00:00
I00962,U0127,C053,completed,0.813,1.0,0.816,2025-11-20T02:00:00
I00963,U0235,C010,completed,0.495,1.0,,2025-11-20T04:00:00
I00964,U0125,C015,viewed,0.243,0.44,,2025-11-20T06:00:00
I00965,U0227,C062,viewed,0.142,0.06,,2025-11-20T08:00:00
I00966,U0191,C067,quiz_passed,0.896,1.0,0.828,2025-11-20T10:00:00
I00967,U0185,C025,completed,0.575,1.0,,2025-11-20T12:00:00
I00968,U0118,C030,completed,0.728,1.0,0.577,2025-11-20T14:00:00
I00969,U0091,C042,viewed,0.193,0.025,,2025-11-20T16:00:00
I00970,U0080,C051,completed,0.505,1.0,,2025-11-20T18:00:00
I00971,U0225,C016,quiz_passed,0.86,1.0,0.772,2025-11-20T20:00:00
I00972,U0107,C013,viewed,0.253,0.018,,2025-11-20T22:00:00
I00973,U0095,C071,viewed,0.327,0.47,,2025-11-21T00:00:00
I00974,U0058,C050,completed,0.565,1.0,,2025-11-21T02:00:00
I00975,U0076,C062,quiz_passed,0.783,1.0,0.783,2025-11-21T04:00:00
I00976,U0222,C017,viewed,0.129,0.059,,2025-11-21T06:00:00
I00977,U0020,C045,disliked,0.295,0.11,0.223,2025-11-21T08:00:00
I00978,U0186,C029,viewed,0.299,0.55,,2025-11-21T10:00:00
I00979,U0036,C050,disliked,0.15,0.0,,2025-11-21T12:00:00
I00980,U0010,C011,disliked,0.357,0.14,0.347,2025-11-21T14:00:00
I00981,U0181,C047,quiz_passed,0.842,1.0,0.677,2025-11-21T16:00:00
I00982,U0007,C003,completed,0.568,1.0,,2025-11-21T18:00:00
I00983,U0093,C008,viewed,0.384,0.52,,2025-11-21T20:00:00
I00984,U0049,C058,completed,0.848,1.0,0.705,2025-11-21T22:00:00
I00985,U0117,C061,completed,0.514,1.0,,2025-11-22T00:00:00
I00986,U0235,C061,quiz_passed,0.896,1.0,0.822,2025-11-22T02:00:00
I00987,U0170,C029,quiz_passed,0.746,1.0,0.674,2025-11-22T04:00:00
I00988,U0239,C043,completed,0.778,1.0,0.602,2025-11-22T06:00:00
I00989,U0233,C016,viewed,0.409,0.22,0.436,2025-11-22T08:00:00
I00990,U0022,C028,disliked,0.133,0.08,,2025-11-22T10:00:00
I00991,U0054,C016,completed,0.482,1.0,,2025-11-22T12:00:00
I00992,U0098,C016,completed,0.756,1.0,0.706,2025-11-22T14:00:00
I00993,U0077,C075,completed,0.643,1.0,0.444,2025-11-22T16:00:00
I00994,U0149,C008,quiz_passed,0.898,1.0,0.807,2025-11-22T18:00:00
I00995,U0200,C017,disliked,0.398,0.18,0.454,2025-11-22T20:00:00
I00996,U0077,C009,completed,0.508,1.0,,2025-11-22T22:00:00
I00997,U0130,C046,completed,0.489,1.0,,2025-11-23T00:00:00
I00998,U0060,C013,completed,0.739,1.0,0.669,2025-11-23T02:00:00
I00999,U0244,C063,viewed,0.294,0.007,,2025-11-23T04:00:00
I01000,U0155,C071,completed,0.478,1.0,,2025-11-23T06:00:00
I01001,U0022,C003,quiz_passed,0.763,1.0,0.701,2025-11-23T08:00:00
I01002,U0086,C075,completed,0.663,1.0,0.485,2025-11-23T10:00:00
I01003,U0072,C050,viewed,0.196,0.055,,2025-11-23T12:00:00
I01004,U0124,C045,quiz_passed,0.8,1.0,0.756,2025-11-23T14:00:00
I01005,U0213,C071,completed,0.838,1.0,0.786,2025-11-23T16:00:00
I01006,U0108,C073,viewed,0.205,0.056,,2025-11-23T18:00:00
I01007,U0051,C045,viewed,0.343,0.29,0.355,2025-11-23T20:00:00
I01008,U0151,C010,viewed,0.363,0.27,0.47,2025-11-23T22:00:00
I01009,U0156,C075,completed,0.77,1.0,0.534,2025-11-24T00:00:00
I01010,U0027,C028,completed,0.755,1.0,0.635,2025-11-24T02:00:00
I01011,U0217,C017,completed,0.51,1.0,,2025-11-24T04:00:00
I01012,U0211,C030,viewed,0.478,0.65,0.364,2025-11-24T06:00:00
I01013,U0193,C049,viewed,0.344,0.31,0.346,2025-11-24T08:00:00
I01014,U0203,C073,disliked,0.302,0.01,0.341,2025-11-24T10:00:00
I01015,U0027,C048,completed,0.511,1.0,,2025-11-24T12:00:00
I01016,U0047,C025,quiz_passed,0.9,1.0,0.823,2025-11-24T14:00:00
I01017,U0194,C064,completed,0.496,1.0,,2025-11-24T16:00:00
I01018,U0120,C075,completed,0.574,1.0,,2025-11-24T18:00:00
I01019,U0013,C045,completed,0.658,1.0,0.419,2025-11-24T20:00:00
I01020,U0050,C074,completed,0.765,1.0,0.743,2025-11-24T22:00:00
I01021,U0237,C030,completed,0.741,1.0,0.595,2025-11-25T00:00:00
I01022,U0039,C025,quiz_passed,0.872,1.0,0.768,2025-11-25T02:00:00
I01023,U0159,C028,quiz_passed,0.779,1.0,0.78,2025-11-25T04:00:00
I01024,U0100,C058,completed,0.5,1.0,,2025-11-25T06:00:00
I01025,U0017,C050,disliked,0.308,0.1,0.437,2025-11-25T08:00:00
I01026,U0097,C002,completed,0.74,1.0,0.672,2025-11-25T10:00:00
I01027,U0227,C061,quiz_passed,0.781,1.0,0.644,2025-11-25T12:00:00
I01028,U0001,C053,viewed,0.354,0.28,0.385,2025-11-25T14:00:00
I01029,U0205,C063,viewed,0.236,0.092,,2025-11-25T16:00:00
I01030,U0030,C076,completed,0.547,1.0,,2025-11-25T18:00:00
I01031,U0015,C058,completed,0.501,1.0,,2025-11-25T20:00:00
I01032,U0156,C001,completed,0.763,1.0,0.567,2025-11-25T22:00:00
I01033,U0098,C001,completed,0.832,1.0,0.778,2025-11-26T00:00:00
I01034,U0188,C070,viewed,0.153,0.064,,2025-11-26T02:00:00
I01035,U0210,C002,viewed,0.217,0.046,,2025-11-26T04:00:00
I01036,U0008,C002,completed,0.809,1.0,0.598,2025-11-26T06:00:00
I01037,U0083,C074,completed,0.518,1.0,,2025-11-26T08:00:00
I01038,U0195,C005,completed,0.52,1.0,,2025-11-26T10:00:00
I01039,U0043,C025,completed,0.535,1.0,,2025-11-26T12:00:00
I01040,U0014,C015,quiz_passed,0.763,1.0,0.711,2025-11-26T14:00:00
I01041,U0102,C016,completed,0.566,1.0,,2025-11-26T16:00:00
I01042,U0019,C016,quiz_passed,0.833,1.0,0.72,2025-11-26T18:00:00
I01043,U0175,C017,completed,0.566,1.0,,2025-11-26T20:00:00
I01044,U0036,C001,completed,0.495,1.0,,2025-11-26T22:00:00
I01045,U0028,C003,completed,0.534,1.0,,2025-11-27T00:00:00
I01046,U0094,C015,completed,0.801,1.0,0.676,2025-11-27T02:00:00
I01047,U0121,C013,quiz_passed,0.875,1.0,0.798,2025-11-27T04:00:00
I01048,U0249,C008,completed,0.575,1.0,,2025-11-27T06:00:00
I01049,U0047,C011,completed,0.817,1.0,0.887,2025-11-27T08:00:00
I01050,U0093,C073,quiz_passed,0.858,1.0,0.789,2025-11-27T10:00:00
I01051,U0194,C061,completed,0.548,1.0,,2025-11-27T12:00:00
I01052,U0086,C050,disliked,0.073,0.0,,2025-11-27T14:00:00
I01053,U0244,C061,completed,0.468,1.0,,2025-11-27T16:00:00
I01054,U0229,C010,completed,0.703,1.0,0.422,2025-11-27T18:00:00
I01055,U0050,C030,quiz_passed,0.859,1.0,0.851,2025-11-27T20:00:00
I01056,U0118,C042,viewed,0.514,0.61,0.341,2025-11-27T22:00:00
I01057,U0196,C045,viewed,0.16,0.068,,2025-11-28T00:00:00
I01058,U0095,C028,quiz_passed,0.747,1.0,0.712,2025-11-28T02:00:00
I01059,U0020,C067,completed,0.839,1.0,0.697,2025-11-28T04:00:00
I01060,U0093,C046,completed,0.482,1.0,,2025-11-28T06:00:00
I01061,U0021,C011,completed,0.506,1.0,,2025-11-28T08:00:00
I01062,U0128,C047,completed,0.539,1.0,,2025-11-28T10:00:00
I01063,U0001,C048,completed,0.532,1.0,,2025-11-28T12:00:00
I01064,U0093,C065,quiz_passed,0.817,1.0,0.767,2025-11-28T14:00:00
I01065,U0197,C011,viewed,0.102,0.097,,2025-11-28T16:00:00
I01066,U0158,C025,completed,0.479,1.0,,2025-11-28T18:00:00
I01067,U0147,C009,completed,0.79,1.0,0.734,2025-11-28T20:00:00
I01068,U0082,C067,viewed,0.134,0.029,,2025-11-28T22:00:00
I01069,U0096,C018,quiz_passed,0.768,1.0,0.738,2025-11-29T00:00:00
I01070,U0217,C057,viewed,0.391,0.48,0.331,2025-11-29T02:00:00
I01071,U0023,C005,viewed,0.107,0.094,,2025-11-29T04:00:00
I01072,U0249,C016,completed,0.751,1.0,0.636,2025-11-29T06:00:00
I01073,U0104,C054,completed,0.47,1.0,,2025-11-29T08:00:00
I01074,U0235,C042,completed,0.474,1.0,,2025-11-29T10:00:00
I01075,U0125,C013,viewed,0.311,0.34,,2025-11-29T12:00:00
I01076,U0217,C071,completed,0.812,1.0,0.594,2025-11-29T14:00:00
I01077,U0024,C017,quiz_passed,0.792,1.0,0.64,2025-11-29T16:00:00
I01078,U0102,C072,quiz_passed,0.817,1.0,0.611,2025-11-29T18:00:00
